name,postal,full_address,category,phone,designation_date,capacity
岡山市彦崎地域子育て支援センター,709-1213,岡山県岡山市南区彦崎2570-1,kyoten,,,
就実子育てアカデミー事業「親子ふれあいタイム」,703-8258,岡山県岡山市中区西川原1-6-1,kyoten,,,
さくら広場,703-8555,岡山県岡山市北区祇園866,kyoten,,,
子育てひろばよしい川,704-8126,岡山県岡山市東区西大寺浜608,kyoten,,,
おかやまプレーパーク,700-0011,岡山県岡山市北区学南町3-6-1,kyoten,,,
みなん和やかサロン,701-0144,岡山県岡山市北区久米348,kyoten,,,
芳田子育て広場,700-0953,岡山県岡山市南区西市96-1,kyoten,,,
三勲子育て広場,703-8236,岡山県岡山市中区国富1-7-13,kyoten,,,
西大寺子育て広場,704-8192,岡山県岡山市東区西大寺中野本町2-25,kyoten,,,
鹿田子育て広場,700-0912,岡山県岡山市北区大供表町16-10,kyoten,,,
高島子育て広場,703-8203,岡山県岡山市中区国府市場164-1,kyoten,,,
平福子育て広場,702-8043,岡山県岡山市南区平福2-4-7,kyoten,,,
大野子育て広場,700-0064,岡山県岡山市北区大安寺南町2-8-23,kyoten,,,
山南子育て広場,704-8138,岡山県岡山市東区神崎町22-1,kyoten,,,
幡多子育て広場,703-8233,岡山県岡山市中区高屋344-1,kyoten,,,
伊島子育て広場,700-0016,岡山県岡山市北区伊島町2-9-38,kyoten,,,
平島子育て広場,709-0631,岡山県岡山市東区東平島1269-3,kyoten,,,
旭竜子育て広場,703-8252,岡山県岡山市中区中島50-1,kyoten,,,
庄内子育て広場,701-1353,岡山県岡山市北区三手233-1,kyoten,,,
おしゃべりカフェ「わ」,703-8236,岡山県岡山市中区国富3丁目9-12,kyoten,,,
大元こども園地域子育て支援センター,700-0925,岡山県岡山市北区大元上町9-22,kyoten,,,
ハレまち こども食堂,,岡山県岡山市北区田町2-13-19,ibasho_深柢,086-232-0179,,
博士の家みんな食堂,,岡山県岡山市北区広瀬町2-11,ibasho_弘西,,,
うめちゃんちみんな食堂,,岡山県岡山市北区学南町1丁目2-16,ibasho_御野,,,
晴れ晴れ☀弘西食堂,,岡山県岡山市北区番町1-8-8,ibasho_弘西,070-8951-6353,,
ふれあい勉強会,,岡山県岡山市北区南方2-13-1（他）,ibasho_南方,086-279-0125,,
岡ビル子ども達と食堂,,岡山県岡山市北区野田屋町1-3-3,ibasho_南方,090-2297-9850,,
岡輝みんな食堂,,岡山県岡山市北区旭町15,ibasho_岡輝,090-4691-4611,,
ゆうやけすくーる,,岡山県岡山市北区旭町15,ibasho_岡輝,090-8604-6691,,
おかえりこども食堂,,岡山県岡山市北区大供本町,ibasho_鹿田,090-5373-9720,,
こども食堂岡ちゃんち,,岡山県岡山市北区新屋敷町2-6-9,ibasho_鹿田,080-1454-7441,,
たいよう子ども食堂,,岡山県岡山市北区津島東一丁目3-14,ibasho_御野,086-223-8620,,
おかやまプレーパーク,,岡山県岡山市北区学南町3-6-1,ibasho_御野,086-242-1810,,
つながる＠home『ことこと』,,岡山県岡山市北区学南町2-5-55,ibasho_御野,090-6347-2221,,
キッチンもぐもぐ,,岡山県岡山市北区富町,ibasho_石井,090-8606-3133,,
スペースおはな,,岡山県岡山市北区関西町3-5,ibasho_三門,080-3883-6928,,
子ども食堂おむすびころりん,,岡山県岡山市北区中仙道1-4-27-1,ibasho_西,086-250-6768,,
ホープセンター,,岡山県岡山市北区辰巳11-109-102,ibasho_西,090-4835-0956,,
北長瀬みんなの遊び場,,岡山県岡山市北区北長瀬表町2丁目17-20付近,ibasho_西,080-5624-7869,,
ひよこ子ども食堂,,岡山県岡山市北区川入,ibasho_吉備,,,
東平野南ふれあい広場,,岡山県岡山市北区平野145-1,ibasho_吉備,080-1933-4985,,
あそび空間ガジュマル,,岡山県岡山市北区庭瀬2-1（他）,ibasho_吉備,086-728-5811,,
つしまみんな食堂,,岡山県岡山市北区伊島町2-9-38（他）,ibasho_津島,,,
ももっ子広場プレーパーク＆アウトドアキッチン,,岡山県岡山市北区一宮216-1,ibasho_中山,080-2904-8148,,
桃園ひろば,,岡山県岡山市北区富原3237-32,ibasho_横井,090-3179-3523,,
あしもりみんなの食堂「みらい」,,岡山県岡山市北区足守718,ibasho_足守,086-295-1942,,
あったか食堂,,岡山県岡山市中区網浜837-4,ibasho_旭東,086-271-7880,,
東山つながりキッチン,,岡山県岡山市中区御成町15-26,ibasho_三勲,080-3873-5626,,
ちいろばキッチン,,岡山県岡山市中区東山3-3-9,ibasho_三勲,080-4191-8365,,
うのっこ食堂,,岡山県岡山市中区原尾島1-9-1,ibasho_宇野,090-2808-0160,,
穝子ども会フリースペース,,岡山県岡山市中区穝85-3,ibasho_宇野,070-8467-4862,,
子どもの居場所つくしんぼ,,岡山県岡山市中区原尾島1-9-1（他）,ibasho_宇野,090-2809-2700,,
多世代交流みんなの広場 まんなか,,岡山県岡山市中区中島50-1,ibasho_旭竜,090-9063-8410,,
みんなの食堂たかしま,,岡山県岡山市中区国府市場99-5,ibasho_高島,086-275-1341,,
親子カフェ＠結,,岡山県岡山市中区湊467-5,ibasho_富山,086-206-2700,,
あつまれ！レインボーアットホーム,,岡山県岡山市中区福泊246-1,ibasho_富山,090-4574-4788,,
操明みんなの食堂,,岡山県岡山市中区桑野715-2,ibasho_操明,080-1405-0289,,
たから食堂／たからっ子ひろば,,岡山県岡山市中区長岡4-101,ibasho_財田,090-3372-8878,,
なーんにもないかくれ家,,岡山県岡山市中区関87,ibasho_幡多,090-1358-3862,,
ひかり街食堂,,岡山県岡山市中区藤原光町3-14-1,ibasho_幡多,086-272-3618,,
みんなのたのしいひろば,,岡山県岡山市中区四御神,ibasho_竜之口,,,
かちかち子ども食堂,,岡山県岡山市東区西大寺松崎310-1,ibasho_可知・芥子山,,,
さいさい子ども食堂,,岡山県岡山市東区向州1-1,ibasho_西大寺,090-2868-3001,,
子育て応援カンガルーポー,,岡山県岡山市東区東平島191,ibasho_西大寺,086-942-1544,,
藤花ちゃん食堂,,岡山県岡山市東区西大寺北966,ibasho_西大寺,086-942-1220,,
ひだまり,,岡山県岡山市東区西大寺浜338,ibasho_豊,090-7139-3063,,
寄り道カフェ太伯なでしこ,,岡山県岡山市東区神崎町530,ibasho_太伯,086-946-2426,,
ルミエール里,,岡山県岡山市東区邑久郷2669,ibasho_太伯,090-8246-7376,,
UME SUN HOUSE,,岡山県岡山市東区下阿知,ibasho_大宮,070-1688-8488,,
ひらじま子ども食堂おかやま,,岡山県岡山市東区東平島,ibasho_平島,090-4692-6768,,
土手根っ子,,岡山県岡山市南区浜野4-8-2,ibasho_福浜,070-7561-0002,,
にこにこひらふく,,岡山県岡山市南区平福1-7-1,ibasho_平福,090-3376-5205,,
なんきっこひろば,,岡山県岡山市南区南輝3-6-9,ibasho_南輝,086-265-6299,,
子ども食堂ひだまり,,岡山県岡山市南区芳泉3-2-2,ibasho_芳泉,086-263-1051,,
みんなの広場うらやす,,岡山県岡山市南区浦安本町80-4,ibasho_浦安,086-264-1305,,
学習サポート教室LaLa,,岡山県岡山市南区西市96-1,ibasho_芳田,080-2911-0001,,
こども食堂ララ,,岡山県岡山市南区西市96-1,ibasho_芳田,090-6843-0908,,
芳明みんなのキッチン,,岡山県岡山市南区西市96-1,ibasho_芳明,090-7122-8184,,
妹尾子ども食堂,,岡山県岡山市南区妹尾249,ibasho_妹尾,086-282-0775,,
わっふる～みんなの食堂（休止中）,,岡山県岡山市南区大福314,ibasho_福田,090-2809-6505,,
ふじたとんとん食堂,,岡山県岡山市南区藤田508,ibasho_藤田,090-6419-7743,,
