name,postal,full_address,category,phone,designation_date,capacity,geocode_query,geocode_status,lat,lng,matched_title,n_candidates
芳田子育て広場,700-0953,岡山県岡山市南区西市96-1,kyoten,,,,岡山県岡山市南区西市96-1,matched,34.630947,133.903503,岡山県岡山市南区西市９６番地,1
三勲子育て広場,703-8236,岡山県岡山市中区国富1-7-13,kyoten,,,,岡山県岡山市中区国富1-7-13,matched,34.662109,133.944519,岡山県岡山市中区国富一丁目７番１３号,1
西大寺子育て広場,704-8192,岡山県岡山市東区西大寺中野本町2-25,kyoten,,,,岡山県岡山市東区西大寺中野本町2-25,matched,34.65493,134.028717,岡山県岡山市東区西大寺中野本町２番２５号,1
鹿田子育て広場,700-0912,岡山県岡山市北区大供表町16-10,kyoten,,,,岡山県岡山市北区大供表町16-10,matched,34.653465,133.914322,岡山県岡山市北区大供表町１６番,1
高島子育て広場,703-8203,岡山県岡山市中区国府市場164-1,kyoten,,,,岡山県岡山市中区国府市場164-1,matched,34.691616,133.967117,岡山県岡山市中区国府市場,1
平福子育て広場,702-8043,岡山県岡山市南区平福2-4-7,kyoten,,,,岡山県岡山市南区平福2-4-7,matched,34.618092,133.950043,岡山県岡山市南区平福二丁目４番７号,1
大野子育て広場,700-0064,岡山県岡山市北区大安寺南町2-8-23,kyoten,,,,岡山県岡山市北区大安寺南町2-8-23,matched,34.660763,133.88623,岡山県岡山市北区大安寺南町二丁目８番２３号,1
山南子育て広場,704-8138,岡山県岡山市東区神崎町22-1,kyoten,,,,岡山県岡山市東区神崎町22-1,matched,34.628696,134.058838,岡山県岡山市東区神崎町２２番地,1
幡多子育て広場,703-8233,岡山県岡山市中区高屋344-1,kyoten,,,,岡山県岡山市中区高屋344-1,matched,34.67572,133.964966,岡山県岡山市中区高屋,1
伊島子育て広場,700-0016,岡山県岡山市北区伊島町2-9-38,kyoten,,,,岡山県岡山市北区伊島町2-9-38,matched,34.680344,133.912674,岡山県岡山市北区伊島町二丁目９番３８号,1
平島子育て広場,709-0631,岡山県岡山市東区東平島1269-3,kyoten,,,,岡山県岡山市東区東平島1269-3,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
旭竜子育て広場,703-8252,岡山県岡山市中区中島50-1,kyoten,,,,岡山県岡山市中区中島50-1,matched,34.683998,133.94574,岡山県岡山市中区中島５０番地,1
庄内子育て広場,701-1353,岡山県岡山市北区三手233-1,kyoten,,,,岡山県岡山市北区三手233-1,matched,34.686913,133.812943,岡山県岡山市北区三手２３３番地,1
おしゃべりカフェ「わ」,703-8236,岡山県岡山市中区国富3丁目9-12,kyoten,,,,岡山県岡山市中区国富3丁目9-12,matched,34.668133,133.949158,岡山県岡山市中区国富三丁目９番１２号,1
大元こども園地域子育て支援センター,700-0925,岡山県岡山市北区大元上町9-22,kyoten,,,,岡山県岡山市北区大元上町9-22,matched,34.648563,133.900238,岡山県岡山市北区大元上町９番２２号,1
ハレまち こども食堂,,岡山県岡山市北区田町2-13-19,ibasho_深柢,086-232-0179,,,岡山県岡山市北区田町2-13-19,matched,34.658905,133.923721,岡山県岡山市北区田町二丁目１３番１９号,1
博士の家みんな食堂,,岡山県岡山市北区広瀬町2-11,ibasho_弘西,,,,岡山県岡山市北区広瀬町2-11,matched,34.676445,133.927322,岡山県岡山市北区広瀬町２番１１号,1
うめちゃんちみんな食堂,,岡山県岡山市北区学南町1丁目2-16,ibasho_御野,,,,岡山県岡山市北区学南町1丁目2-16,matched,34.678978,133.921799,岡山県岡山市北区学南町一丁目２番１６号,1
晴れ晴れ☀弘西食堂,,岡山県岡山市北区番町1-8-8,ibasho_弘西,070-8951-6353,,,岡山県岡山市北区-町1-8-8,matched,34.655186,133.919754,岡山県岡山市北区,1
ふれあい勉強会,,岡山県岡山市北区南方2-13-1（他）,ibasho_南方,086-279-0125,,,岡山県岡山市北区南方2-13-1(他),matched,34.673317,133.922684,岡山県岡山市北区南方二丁目１３番１号,1
岡ビル子ども達と食堂,,岡山県岡山市北区野田屋町1-3-3,ibasho_南方,090-2297-9850,,,岡山県岡山市北区野田屋町1-3-3,matched,34.666874,133.922897,岡山県岡山市北区野田屋町一丁目３番３号,1
岡輝みんな食堂,,岡山県岡山市北区旭町15,ibasho_岡輝,090-4691-4611,,,岡山県岡山市北区旭町15,matched,34.647346,133.926865,岡山県岡山市北区旭町１５番地,1
ゆうやけすくーる,,岡山県岡山市北区旭町15,ibasho_岡輝,090-8604-6691,,,岡山県岡山市北区旭町15,matched,34.647346,133.926865,岡山県岡山市北区旭町１５番地,1
おかえりこども食堂,,岡山県岡山市北区大供本町,ibasho_鹿田,090-5373-9720,,,岡山県岡山市北区大供本町,matched,34.653046,133.911926,岡山県岡山市北区大供本町,1
こども食堂岡ちゃんち,,岡山県岡山市北区新屋敷町2-6-9,ibasho_鹿田,080-1454-7441,,,岡山県岡山市北区新屋敷町2-6-9,matched,34.654049,133.906738,岡山県岡山市北区新屋敷町二丁目６番９号,1
たいよう子ども食堂,,岡山県岡山市北区津島東一丁目3-14,ibasho_御野,086-223-8620,,,岡山県岡山市北区津島東一丁目3-14,matched,34.68782,133.928574,岡山県岡山市北区津島東一丁目３番１４号,1
おかやまプレーパーク,,岡山県岡山市北区学南町3-6-1,ibasho_御野,086-242-1810,,,岡山県岡山市北区学南町3-6-1,matched,34.68214,133.923416,岡山県岡山市北区学南町三丁目６番１号,1
つながる＠home『ことこと』,,岡山県岡山市北区学南町2-5-55,ibasho_御野,090-6347-2221,,,岡山県岡山市北区学南町2-5-55,matched,34.683811,133.923904,岡山県岡山市北区学南町二丁目５番５５号,1
キッチンもぐもぐ,,岡山県岡山市北区富町,ibasho_石井,090-8606-3133,,,岡山県岡山市北区富町,matched,34.666992,133.90921,岡山県岡山市北区富町,1
スペースおはな,,岡山県岡山市北区関西町3-5,ibasho_三門,080-3883-6928,,,岡山県岡山市北区関西町3-5,matched,34.670448,133.898163,岡山県岡山市北区関西町３番５号,1
子ども食堂おむすびころりん,,岡山県岡山市北区中仙道1-4-27-1,ibasho_西,086-250-6768,,,岡山県岡山市北区中仙道1-4-27-1,matched,34.645859,133.888763,岡山県岡山市北区中仙道一丁目４番２７号,1
ホープセンター,,岡山県岡山市北区辰巳11-109-102,ibasho_西,090-4835-0956,,,岡山県岡山市北区辰巳11-109-102,matched,34.639854,133.888489,岡山県岡山市北区辰巳１１番地,1
北長瀬みんなの遊び場,,岡山県岡山市北区北長瀬表町2丁目17-20付近,ibasho_西,080-5624-7869,,,岡山県岡山市北区北長瀬表町2丁目17-20付近,matched,34.652351,133.890305,岡山県岡山市北区北長瀬表町二丁目１７番２０号,1
ひよこ子ども食堂,,岡山県岡山市北区川入,ibasho_吉備,,,,岡山県岡山市北区川入,matched,34.658714,133.845337,岡山県岡山市北区川入,1
東平野南ふれあい広場,,岡山県岡山市北区平野145-1,ibasho_吉備,080-1933-4985,,,岡山県岡山市北区平野145-1,matched,34.641182,133.860199,岡山県岡山市北区平野１４５番地,1
あそび空間ガジュマル,,岡山県岡山市北区庭瀬2-1（他）,ibasho_吉備,086-728-5811,,,岡山県岡山市北区庭瀬2-1(他),matched,34.651215,133.846893,岡山県岡山市北区庭瀬２番地,1
つしまみんな食堂,,岡山県岡山市北区伊島町2-9-38（他）,ibasho_津島,,,,岡山県岡山市北区伊島町2-9-38(他),matched,34.680344,133.912674,岡山県岡山市北区伊島町二丁目９番３８号,1
ももっ子広場プレーパーク＆アウトドアキッチン,,岡山県岡山市北区一宮216-1,ibasho_中山,080-2904-8148,,,岡山県岡山市北区一宮216-1,matched,34.676502,133.866272,岡山県岡山市北区一宮,1
桃園ひろば,,岡山県岡山市北区富原3237-32,ibasho_横井,090-3179-3523,,,岡山県岡山市北区富原3237-32,matched,34.697151,133.890076,岡山県岡山市北区富原,1
あしもりみんなの食堂「みらい」,,岡山県岡山市北区足守718,ibasho_足守,086-295-1942,,,岡山県岡山市北区足守718,matched,34.729053,133.800873,岡山県岡山市北区足守７１８番地,1
あったか食堂,,岡山県岡山市中区網浜837-4,ibasho_旭東,086-271-7880,,,岡山県岡山市中区網浜837-4,matched,34.646244,133.938095,岡山県岡山市中区網浜８３７番地,1
東山つながりキッチン,,岡山県岡山市中区御成町15-26,ibasho_三勲,080-3873-5626,,,岡山県岡山市中区御成町15-26,matched,34.656578,133.943771,岡山県岡山市中区御成町１５番２６号,1
ちいろばキッチン,,岡山県岡山市中区東山3-3-9,ibasho_三勲,080-4191-8365,,,岡山県岡山市中区東山3-3-9,matched,34.651333,133.9422,岡山県岡山市中区東山三丁目３番９号,1
うのっこ食堂,,岡山県岡山市中区原尾島1-9-1,ibasho_宇野,090-2808-0160,,,岡山県岡山市中区原尾島1-9-1,matched,34.672722,133.94754,岡山県岡山市中区原尾島一丁目９番１号,1
穝子ども会フリースペース,,岡山県岡山市中区穝85-3,ibasho_宇野,070-8467-4862,,,岡山県岡山市中区穝85-3,matched,34.670502,133.943024,岡山県岡山市中区,1
子どもの居場所つくしんぼ,,岡山県岡山市中区原尾島1-9-1（他）,ibasho_宇野,090-2809-2700,,,岡山県岡山市中区原尾島1-9-1(他),matched,34.672722,133.94754,岡山県岡山市中区原尾島一丁目９番１号,1
多世代交流みんなの広場 まんなか,,岡山県岡山市中区中島50-1,ibasho_旭竜,090-9063-8410,,,岡山県岡山市中区中島50-1,matched,34.683998,133.94574,岡山県岡山市中区中島５０番地,1
みんなの食堂たかしま,,岡山県岡山市中区国府市場99-5,ibasho_高島,086-275-1341,,,岡山県岡山市中区国府市場99-5,matched,34.690804,133.959885,岡山県岡山市中区国府市場９９番地,1
親子カフェ＠結,,岡山県岡山市中区湊467-5,ibasho_富山,086-206-2700,,,岡山県岡山市中区湊467-5,matched,34.650696,133.955093,岡山県岡山市中区湊４６７番地,1
あつまれ！レインボーアットホーム,,岡山県岡山市中区福泊246-1,ibasho_富山,090-4574-4788,,,岡山県岡山市中区福泊246-1,matched,34.656311,133.976288,岡山県岡山市中区福泊２４６番地,1
操明みんなの食堂,,岡山県岡山市中区桑野715-2,ibasho_操明,080-1405-0289,,,岡山県岡山市中区桑野715-2,matched,34.617508,133.979797,岡山県岡山市中区桑野７１５番地,1
たから食堂／たからっ子ひろば,,岡山県岡山市中区長岡4-101,ibasho_財田,090-3372-8878,,,岡山県岡山市中区長岡4-101,matched,34.682499,133.982559,岡山県岡山市中区長岡４番地,1
なーんにもないかくれ家,,岡山県岡山市中区関87,ibasho_幡多,090-1358-3862,,,岡山県岡山市中区関87,matched,34.679562,133.970963,岡山県岡山市中区関,1
ひかり街食堂,,岡山県岡山市中区藤原光町3-14-1,ibasho_幡多,086-272-3618,,,岡山県岡山市中区藤原光町3-14-1,matched,34.681355,133.955582,岡山県岡山市中区藤原光町三丁目１４番,1
みんなのたのしいひろば,,岡山県岡山市中区四御神,ibasho_竜之口,,,,岡山県岡山市中区四御神,matched,34.700722,133.978165,岡山県岡山市中区四御神,1
かちかち子ども食堂,,岡山県岡山市東区西大寺松崎310-1,ibasho_可知・芥子山,,,,岡山県岡山市東区西大寺松崎310-1,matched,34.663914,134.012512,岡山県岡山市東区西大寺松崎,1
さいさい子ども食堂,,岡山県岡山市東区向州1-1,ibasho_西大寺,090-2868-3001,,,岡山県岡山市東区向州1-1,matched,34.655376,134.040741,岡山県岡山市東区向州１番,1
子育て応援カンガルーポー,,岡山県岡山市東区東平島191,ibasho_西大寺,086-942-1544,,,岡山県岡山市東区東平島191,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
藤花ちゃん食堂,,岡山県岡山市東区西大寺北966,ibasho_西大寺,086-942-1220,,,岡山県岡山市東区西大寺北966,matched,34.66288,134.037094,岡山県岡山市東区西大寺北,1
ひだまり,,岡山県岡山市東区西大寺浜338,ibasho_豊,090-7139-3063,,,岡山県岡山市東区西大寺浜338,matched,34.644958,134.040207,岡山県岡山市東区西大寺浜,1
寄り道カフェ太伯なでしこ,,岡山県岡山市東区神崎町530,ibasho_太伯,086-946-2426,,,岡山県岡山市東区神崎町530,matched,34.628036,134.052963,岡山県岡山市東区神崎町５３０番地,1
ルミエール里,,岡山県岡山市東区邑久郷2669,ibasho_太伯,090-8246-7376,,,岡山県岡山市東区邑久郷2669,matched,34.630417,134.06163,岡山県岡山市東区邑久郷２６６９番地,1
UME SUN HOUSE,,岡山県岡山市東区下阿知,ibasho_大宮,070-1688-8488,,,岡山県岡山市東区下阿知,matched,34.627495,134.093277,岡山県岡山市東区下阿知,1
ひらじま子ども食堂おかやま,,岡山県岡山市東区東平島,ibasho_平島,090-4692-6768,,,岡山県岡山市東区東平島,matched,34.711414,134.051941,岡山県岡山市東区東平島,1
土手根っ子,,岡山県岡山市南区浜野4-8-2,ibasho_福浜,070-7561-0002,,,岡山県岡山市南区浜野4-8-2,matched,34.629353,133.943741,岡山県岡山市南区浜野四丁目８番２号,1
にこにこひらふく,,岡山県岡山市南区平福1-7-1,ibasho_平福,090-3376-5205,,,岡山県岡山市南区平福1-7-1,matched,34.619274,133.950378,岡山県岡山市南区平福一丁目７番,1
なんきっこひろば,,岡山県岡山市南区南輝3-6-9,ibasho_南輝,086-265-6299,,,岡山県岡山市南区南輝3-6-9,matched,34.606472,133.935226,岡山県岡山市南区南輝三丁目６番,1
子ども食堂ひだまり,,岡山県岡山市南区芳泉3-2-2,ibasho_芳泉,086-263-1051,,,岡山県岡山市南区芳泉3-2-2,matched,34.622169,133.917206,岡山県岡山市南区芳泉三丁目２番,1
みんなの広場うらやす,,岡山県岡山市南区浦安本町80-4,ibasho_浦安,086-264-1305,,,岡山県岡山市南区浦安本町80-4,matched,34.607792,133.924545,岡山県岡山市南区浦安本町,1
学習サポート教室LaLa,,岡山県岡山市南区西市96-1,ibasho_芳田,080-2911-0001,,,岡山県岡山市南区西市96-1,matched,34.630947,133.903503,岡山県岡山市南区西市９６番地,1
こども食堂ララ,,岡山県岡山市南区西市96-1,ibasho_芳田,090-6843-0908,,,岡山県岡山市南区西市96-1,matched,34.630947,133.903503,岡山県岡山市南区西市９６番地,1
芳明みんなのキッチン,,岡山県岡山市南区西市96-1,ibasho_芳明,090-7122-8184,,,岡山県岡山市南区西市96-1,matched,34.630947,133.903503,岡山県岡山市南区西市９６番地,1
妹尾子ども食堂,,岡山県岡山市南区妹尾249,ibasho_妹尾,086-282-0775,,,岡山県岡山市南区妹尾249,matched,34.609657,133.870361,岡山県岡山市南区妹尾２４９番地,1
わっふる～みんなの食堂（休止中）,,岡山県岡山市南区大福314,ibasho_福田,090-2809-6505,,,岡山県岡山市南区大福314,matched,34.621239,133.875931,岡山県岡山市南区大福３１４番地,1
ふじたとんとん食堂,,岡山県岡山市南区藤田508,ibasho_藤田,090-6419-7743,,,岡山県岡山市南区藤田508,matched,34.591087,133.882095,岡山県岡山市南区藤田５０８番地,1
